,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp
223,20150610,2015-06-10,수,0,7,2823,11.5
224,20150610,2015-06-10,수,0,8,366,13.5
225,20150610,2015-06-10,수,0,9,1980,14.5
226,20150610,2015-06-10,수,0,10,354,15.0
227,20150610,2015-06-10,수,0,11,683,15.0
228,20150610,2015-06-10,수,0,12,607,16.5
229,20150610,2015-06-10,수,0,13,564,17.0
230,20150610,2015-06-10,수,0,14,2057,17.5
231,20150610,2015-06-10,수,0,15,388,18.0
232,20150610,2015-06-10,수,0,16,298,17.5
233,20150610,2015-06-10,수,0,17,2021,17.5
234,20150610,2015-06-10,수,0,18,556,17.0
235,20150610,2015-06-10,수,0,19,508,16.5
236,20150610,2015-06-10,수,0,20,531,15.0
237,20150610,2015-06-10,수,0,21,2314,14.0
238,20150610,2015-06-10,수,0,22,417,13.0
239,20150610,2015-06-10,수,0,23,250,12.0
240,20150611,2015-06-11,목,0,0,307,11.5
241,20150611,2015-06-11,목,0,1,247,11.0
242,20150611,2015-06-11,목,0,2,247,11.0
243,20150611,2015-06-11,목,0,3,974,11.0
244,20150611,2015-06-11,목,0,4,391,11.0
245,20150611,2015-06-11,목,0,5,775,11.5
246,20150611,2015-06-11,목,0,6,2647,13.5
247,20150611,2015-06-11,목,0,7,2683,15.5
248,20150611,2015-06-11,목,0,8,2770,17.0
249,20150611,2015-06-11,목,0,9,2372,18.5
250,20150611,2015-06-11,목,0,10,292,19.5
251,20150611,2015-06-11,목,0,11,3472,21.0
252,20150611,2015-06-11,목,0,12,298,21.0
253,20150611,2015-06-11,목,0,13,286,21.5
254,20150611,2015-06-11,목,0,14,289,22.0
255,20150611,2015-06-11,목,0,15,2025,21.5
256,20150611,2015-06-11,목,0,16,368,22.0
257,20150611,2015-06-11,목,0,17,5309,21.0
258,20150611,2015-06-11,목,0,18,1753,19.5
259,20150611,2015-06-11,목,0,19,391,19.0
260,20150611,2015-06-11,목,0,20,399,18.0
261,20150611,2015-06-11,목,0,21,241,16.5
262,20150611,2015-06-11,목,0,22,242,16.0
263,20150611,2015-06-11,목,0,23,238,16.0
264,20150612,2015-06-12,금,0,0,236,15.0
265,20150612,2015-06-12,금,0,1,323,14.0
266,20150612,2015-06-12,금,0,2,241,14.0
267,20150612,2015-06-12,금,0,3,245,13.0
268,20150612,2015-06-12,금,0,4,966,13.0
269,20150612,2015-06-12,금,0,5,288,13.5
270,20150612,2015-06-12,금,0,6,2753,15.0
271,20150612,2015-06-12,금,0,7,893,16.5
272,20150612,2015-06-12,금,0,8,278,17.5
273,20150612,2015-06-12,금,0,9,342,18.0
274,20150612,2015-06-12,금,0,10,436,20.5
275,20150612,2015-06-12,금,0,11,319,22.0
276,20150612,2015-06-12,금,0,12,4855,23.5
277,20150612,2015-06-12,금,0,13,488,24.0
278,20150612,2015-06-12,금,0,14,479,24.0
279,20150612,2015-06-12,금,0,15,2989,23.0
280,20150612,2015-06-12,금,0,16,2861,23.5
281,20150612,2015-06-12,금,0,17,510,23.0
282,20150612,2015-06-12,금,0,18,2010,23.0
283,20150612,2015-06-12,금,0,19,3161,21.0
284,20150612,2015-06-12,금,0,20,1786,19.5
285,20150612,2015-06-12,금,0,21,552,18.0
286,20150612,2015-06-12,금,0,22,336,18.0
287,20150612,2015-06-12,금,0,23,312,17.0
288,20150613,2015-06-13,토,1,0,245,17.0
289,20150613,2015-06-13,토,1,1,390,18.0
290,20150613,2015-06-13,토,1,2,240,18.0
291,20150613,2015-06-13,토,1,3,240,17.5
292,20150613,2015-06-13,토,1,4,285,16.5
293,20150613,2015-06-13,토,1,5,315,16.0
294,20150613,2015-06-13,토,1,6,476,16.0
295,20150613,2015-06-13,토,1,7,3592,16.0
296,20150613,2015-06-13,토,1,8,2048,16.0
297,20150613,2015-06-13,토,1,9,336,16.0
298,20150613,2015-06-13,토,1,10,567,16.0
299,20150613,2015-06-13,토,1,11,2850,16.0
300,20150613,2015-06-13,토,1,12,2666,16.0
301,20150613,2015-06-13,토,1,13,2670,17.5
302,20150613,2015-06-13,토,1,14,300,18.5
303,20150613,2015-06-13,토,1,15,297,20.5
304,20150613,2015-06-13,토,1,16,3116,20.5
305,20150613,2015-06-13,토,1,17,2041,19.0
306,20150613,2015-06-13,토,1,18,387,19.0
307,20150613,2015-06-13,토,1,19,426,18.5
308,20150613,2015-06-13,토,1,20,3156,18.0
309,20150613,2015-06-13,토,1,21,522,18.0
310,20150613,2015-06-13,토,1,22,266,17.5
311,20150613,2015-06-13,토,1,23,272,17.0
312,20150614,2015-06-14,일,1,0,251,16.0
313,20150614,2015-06-14,일,1,1,267,15.0
314,20150614,2015-06-14,일,1,2,253,14.5
315,20150614,2015-06-14,일,1,3,975,13.5
316,20150614,2015-06-14,일,1,4,260,13.0
317,20150614,2015-06-14,일,1,5,331,13.5
318,20150614,2015-06-14,일,1,6,420,14.5
319,20150614,2015-06-14,일,1,7,2823,15.0
320,20150614,2015-06-14,일,1,8,409,16.0
321,20150614,2015-06-14,일,1,9,299,15.0
322,20150614,2015-06-14,일,1,10,277,14.0
323,20150614,2015-06-14,일,1,11,6745,14.0
324,20150614,2015-06-14,일,1,12,3251,14.0
325,20150614,2015-06-14,일,1,13,2944,14.0
326,20150614,2015-06-14,일,1,14,2712,16.5
327,20150614,2015-06-14,일,1,15,728,17.5
328,20150614,2015-06-14,일,1,16,2742,17.0
329,20150614,2015-06-14,일,1,17,2064,17.0
330,20150614,2015-06-14,일,1,18,471,16.0
331,20150614,2015-06-14,일,1,19,563,14.5
332,20150614,2015-06-14,일,1,20,2117,14.0
333,20150614,2015-06-14,일,1,21,2703,13.5
334,20150614,2015-06-14,일,1,22,2640,13.0
335,20150614,2015-06-14,일,1,23,316,12.0
336,20150615,2015-06-15,월,0,0,312,12.5
337,20150615,2015-06-15,월,0,1,1416,13.0
338,20150615,2015-06-15,월,0,2,752,12.0
339,20150615,2015-06-15,월,0,3,241,12.0
340,20150615,2015-06-15,월,0,4,248,12.0
341,20150615,2015-06-15,월,0,5,306,12.0
342,20150615,2015-06-15,월,0,6,2654,12.0
343,20150615,2015-06-15,월,0,7,4491,13.0
344,20150615,2015-06-15,월,0,8,1366,13.5
345,20150615,2015-06-15,월,0,9,2318,14.5
346,20150615,2015-06-15,월,0,10,780,15.5
347,20150615,2015-06-15,월,0,11,4664,18.0
348,20150615,2015-06-15,월,0,12,572,17.5
349,20150615,2015-06-15,월,0,13,496,18.0
350,20150615,2015-06-15,월,0,14,2649,17.0
351,20150615,2015-06-15,월,0,15,568,17.0
352,20150615,2015-06-15,월,0,16,2031,17.0
353,20150615,2015-06-15,월,0,17,3810,16.0
354,20150615,2015-06-15,월,0,18,1265,15.5
355,20150615,2015-06-15,월,0,19,2805,14.5
356,20150615,2015-06-15,월,0,20,4526,13.5
357,20150615,2015-06-15,월,0,21,1939,13.0
358,20150615,2015-06-15,월,0,22,680,12.0
359,20150615,2015-06-15,월,0,23,316,11.0
360,20150616,2015-06-16,화,0,0,241,12.0
361,20150616,2015-06-16,화,0,1,228,11.0
362,20150616,2015-06-16,화,0,2,238,11.0
363,20150616,2015-06-16,화,0,3,1361,11.0
364,20150616,2015-06-16,화,0,4,282,11.0
365,20150616,2015-06-16,화,0,5,315,11.0
366,20150616,2015-06-16,화,0,6,2917,13.0
367,20150616,2015-06-16,화,0,7,2069,13.5
368,20150616,2015-06-16,화,0,8,2620,16.0
369,20150616,2015-06-16,화,0,9,3057,17.0
370,20150616,2015-06-16,화,0,10,1729,18.5
371,20150616,2015-06-16,화,0,11,277,20.0
372,20150616,2015-06-16,화,0,12,284,22.0
373,20150616,2015-06-16,화,0,13,280,21.5
374,20150616,2015-06-16,화,0,14,281,22.0
375,20150616,2015-06-16,화,0,15,282,22.0
376,20150616,2015-06-16,화,0,16,2696,22.5
377,20150616,2015-06-16,화,0,17,2133,22.5
378,20150616,2015-06-16,화,0,18,1950,21.0
379,20150616,2015-06-16,화,0,19,1986,20.5
380,20150616,2015-06-16,화,0,20,615,19.5
381,20150616,2015-06-16,화,0,21,2842,18.0
382,20150616,2015-06-16,화,0,22,1813,17.5
383,20150616,2015-06-16,화,0,23,320,18.0
384,20150617,2015-06-17,수,0,0,229,17.5
385,20150617,2015-06-17,수,0,1,242,16.5
386,20150617,2015-06-17,수,0,2,228,15.0
387,20150617,2015-06-17,수,0,3,237,14.5
388,20150617,2015-06-17,수,0,4,235,13.5
389,20150617,2015-06-17,수,0,5,1972,13.5
390,20150617,2015-06-17,수,0,6,4730,14.5
391,20150617,2015-06-17,수,0,7,1435,16.5
392,20150617,2015-06-17,수,0,8,5300,17.5
393,20150617,2015-06-17,수,0,9,3294,18.5
394,20150617,2015-06-17,수,0,10,667,20.0
395,20150617,2015-06-17,수,0,11,304,22.5
396,20150617,2015-06-17,수,0,12,281,22.0
397,20150617,2015-06-17,수,0,13,284,23.0
398,20150617,2015-06-17,수,0,14,383,25.0
399,20150617,2015-06-17,수,0,15,2691,25.5
400,20150617,2015-06-17,수,0,16,372,25.0
401,20150617,2015-06-17,수,0,17,1977,23.5
402,20150617,2015-06-17,수,0,18,299,23.0
403,20150617,2015-06-17,수,0,19,638,22.5
404,20150617,2015-06-17,수,0,20,1696,22.0
405,20150617,2015-06-17,수,0,21,561,21.0
406,20150617,2015-06-17,수,0,22,322,20.0
407,20150617,2015-06-17,수,0,23,453,20.0
408,20150618,2015-06-18,목,0,0,342,19.0
409,20150618,2015-06-18,목,0,1,343,19.0
410,20150618,2015-06-18,목,0,2,306,18.0
411,20150618,2015-06-18,목,0,3,227,17.5
412,20150618,2015-06-18,목,0,4,776,16.0
413,20150618,2015-06-18,목,0,5,301,15.5
414,20150618,2015-06-18,목,0,6,2626,15.0
415,20150618,2015-06-18,목,0,7,3191,15.0
416,20150618,2015-06-18,목,0,8,2841,15.0
417,20150618,2015-06-18,목,0,9,1959,15.5
418,20150618,2015-06-18,목,0,10,305,16.0
419,20150618,2015-06-18,목,0,11,1992,17.5
420,20150618,2015-06-18,목,0,12,399,18.5
421,20150618,2015-06-18,목,0,13,315,20.0
422,20150618,2015-06-18,목,0,14,464,20.0
423,20150618,2015-06-18,목,0,15,351,20.0
424,20150618,2015-06-18,목,0,16,2058,20.0
425,20150618,2015-06-18,목,0,17,2034,20.5
426,20150618,2015-06-18,목,0,18,2908,20.0
427,20150618,2015-06-18,목,0,19,2007,19.5
428,20150618,2015-06-18,목,0,20,667,19.0
429,20150618,2015-06-18,목,0,21,642,17.5
430,20150618,2015-06-18,목,0,22,2817,16.5
431,20150618,2015-06-18,목,0,23,2991,16.0
432,20150619,2015-06-19,금,0,0,310,15.0
433,20150619,2015-06-19,금,0,1,245,14.0
434,20150619,2015-06-19,금,0,2,238,14.0
435,20150619,2015-06-19,금,0,3,859,14.0
436,20150619,2015-06-19,금,0,4,236,14.0
437,20150619,2015-06-19,금,0,5,294,13.0
438,20150619,2015-06-19,금,0,6,4556,14.0
439,20150619,2015-06-19,금,0,7,467,15.0
440,20150619,2015-06-19,금,0,8,1052,14.0
441,20150619,2015-06-19,금,0,9,471,15.0
442,20150619,2015-06-19,금,0,10,455,15.0
443,20150619,2015-06-19,금,0,11,4788,15.5
444,20150619,2015-06-19,금,0,12,1994,16.0
445,20150619,2015-06-19,금,0,13,2940,17.0
446,20150619,2015-06-19,금,0,14,1943,18.0
447,20150619,2015-06-19,금,0,15,272,19.5
448,20150619,2015-06-19,금,0,16,2726,20.0
449,20150619,2015-06-19,금,0,17,1995,20.0
450,20150619,2015-06-19,금,0,18,4626,20.0
451,20150619,2015-06-19,금,0,19,3185,20.0
452,20150619,2015-06-19,금,0,20,5414,19.0
453,20150619,2015-06-19,금,0,21,682,18.5
454,20150619,2015-06-19,금,0,22,588,16.5
455,20150619,2015-06-19,금,0,23,249,15.0
456,20150620,2015-06-20,토,1,0,245,15.0
457,20150620,2015-06-20,토,1,1,227,14.5
458,20150620,2015-06-20,토,1,2,239,14.0
459,20150620,2015-06-20,토,1,3,236,14.0
460,20150620,2015-06-20,토,1,4,387,14.0
461,20150620,2015-06-20,토,1,5,317,14.5
462,20150620,2015-06-20,토,1,6,3264,15.0
463,20150620,2015-06-20,토,1,7,2655,15.5
464,20150620,2015-06-20,토,1,8,414,16.0
465,20150620,2015-06-20,토,1,9,415,16.0
466,20150620,2015-06-20,토,1,10,402,17.0
467,20150620,2015-06-20,토,1,11,411,17.5
468,20150620,2015-06-20,토,1,12,2744,18.0
469,20150620,2015-06-20,토,1,13,404,17.0
470,20150620,2015-06-20,토,1,14,5374,18.0
471,20150620,2015-06-20,토,1,15,4918,19.0
472,20150620,2015-06-20,토,1,16,1784,20.0
473,20150620,2015-06-20,토,1,17,294,17.0
474,20150620,2015-06-20,토,1,18,1950,18.0
475,20150620,2015-06-20,토,1,19,577,18.0
476,20150620,2015-06-20,토,1,20,2253,18.0
477,20150620,2015-06-20,토,1,21,2171,18.0
478,20150620,2015-06-20,토,1,22,436,18.0
479,20150620,2015-06-20,토,1,23,658,18.0
480,20150621,2015-06-21,일,1,0,242,17.0
481,20150621,2015-06-21,일,1,1,248,17.0
482,20150621,2015-06-21,일,1,2,285,16.0
483,20150621,2015-06-21,일,1,3,345,15.0
484,20150621,2015-06-21,일,1,4,234,15.0
485,20150621,2015-06-21,일,1,5,307,15.5
486,20150621,2015-06-21,일,1,6,232,16.0
487,20150621,2015-06-21,일,1,7,2000,16.0
488,20150621,2015-06-21,일,1,8,4601,16.5
489,20150621,2015-06-21,일,1,9,2861,17.0
490,20150621,2015-06-21,일,1,10,2106,17.0
491,20150621,2015-06-21,일,1,11,2695,18.5
492,20150621,2015-06-21,일,1,12,2819,18.5
493,20150621,2015-06-21,일,1,13,976,19.0
494,20150621,2015-06-21,일,1,14,288,19.0
495,20150621,2015-06-21,일,1,15,398,20.0
496,20150621,2015-06-21,일,1,16,283,20.0
497,20150621,2015-06-21,일,1,17,3972,19.0
498,20150621,2015-06-21,일,1,18,2735,19.5
499,20150621,2015-06-21,일,1,19,2119,19.0
500,20150621,2015-06-21,일,1,20,530,18.5
501,20150621,2015-06-21,일,1,21,2626,17.5
502,20150621,2015-06-21,일,1,22,3245,16.5
503,20150621,2015-06-21,일,1,23,958,15.0
504,20150622,2015-06-22,월,0,0,404,14.0
505,20150622,2015-06-22,월,0,1,405,13.5
506,20150622,2015-06-22,월,0,2,250,13.0
507,20150622,2015-06-22,월,0,3,266,13.0
508,20150622,2015-06-22,월,0,4,248,11.5
509,20150622,2015-06-22,월,0,5,319,12.5
510,20150622,2015-06-22,월,0,6,2679,13.0
511,20150622,2015-06-22,월,0,7,1964,13.5
512,20150622,2015-06-22,월,0,8,339,14.5
513,20150622,2015-06-22,월,0,9,2884,15.0
514,20150622,2015-06-22,월,0,10,3045,14.5
515,20150622,2015-06-22,월,0,11,2725,14.0
516,20150622,2015-06-22,월,0,12,324,14.5
517,20150622,2015-06-22,월,0,13,299,16.5
518,20150622,2015-06-22,월,0,14,294,16.5
519,20150622,2015-06-22,월,0,15,2802,18.0
520,20150622,2015-06-22,월,0,16,2083,17.5
521,20150622,2015-06-22,월,0,17,4631,17.0
522,20150622,2015-06-22,월,0,18,1475,17.0
523,20150622,2015-06-22,월,0,19,672,15.5
524,20150622,2015-06-22,월,0,20,2198,14.5
525,20150622,2015-06-22,월,0,21,2717,15.0
526,20150622,2015-06-22,월,0,22,2700,14.0
527,20150622,2015-06-22,월,0,23,318,14.0
528,20150623,2015-06-23,화,0,0,309,14.0
529,20150623,2015-06-23,화,0,1,777,14.0
530,20150623,2015-06-23,화,0,2,237,13.0
531,20150623,2015-06-23,화,0,3,812,13.0
532,20150623,2015-06-23,화,0,4,241,13.0
533,20150623,2015-06-23,화,0,5,309,13.0
534,20150623,2015-06-23,화,0,6,2834,13.0
535,20150623,2015-06-23,화,0,7,2008,13.5
536,20150623,2015-06-23,화,0,8,562,14.5
537,20150623,2015-06-23,화,0,9,568,15.5
538,20150623,2015-06-23,화,0,10,281,16.0
539,20150623,2015-06-23,화,0,11,4775,16.0
540,20150623,2015-06-23,화,0,12,275,17.0
541,20150623,2015-06-23,화,0,13,291,17.0
542,20150623,2015-06-23,화,0,14,287,18.0
543,20150623,2015-06-23,화,0,15,276,18.5
544,20150623,2015-06-23,화,0,16,3130,19.5
545,20150623,2015-06-23,화,0,17,2007,19.0
546,20150623,2015-06-23,화,0,18,5369,19.5
547,20150623,2015-06-23,화,0,19,3028,19.0
